19.1000000000000	24.3000000000000	0
12.6000000000000	24.9000000000000	20
14.4000000000000	28	20
16.9000000000000	28.1000000000000	20
20.7000000000000	28.2000000000000	20
12.5000000000000	26.6000000000000	20
21.8000000000000	27.3000000000000	20
12.5000000000000	22.6000000000000	20
22.5000000000000	17	30
19.9000000000000	15	30
14.9000000000000	15.1000000000000	30
11.5000000000000	18.6000000000000	30
12.4000000000000	29.8000000000000	30
17.8000000000000	28.1000000000000	30
9.10000000000000	29.8000000000000	40
10	32.6000000000000	40
13.9000000000000	33.1000000000000	40
19.9500000000000	10.3000000000000	40
15.2000000000000	8	40
14.7000000000000	31.2000000000000	50
7.40000000000000	36.5000000000000	50
21	25.5000000000000	50
18	25.3000000000000	10
19.5000000000000	24.7000000000000	10
21.4000000000000	21.8000000000000	10
16	21.4000000000000	10
18.6500000000000	26.2000000000000	10
17.9000000000000	28.9000000000000	10
14.3000000000000	19.9000000000000	20
17	19	20
10.8000000000000	21	20
15.7000000000000	23.7000000000000	10
18.2 24.0 0
