10.5000000000000	14.4000000000000	0
18	15.9000000000000	10
18.3000000000000	13.3000000000000	10
16.5000000000000	9.30000000000000	10
15.4000000000000	11	10
14.9000000000000	13.2000000000000	5
16.3000000000000	13.3000000000000	5
16.4000000000000	17.8000000000000	5
15	17.9000000000000	5
16.1000000000000	19.6000000000000	10
15.7000000000000	20.6000000000000	10
13.2000000000000	20.1000000000000	10
14.3000000000000	15.3000000000000	5
14	5.10000000000000	10
11.4000000000000	6.70000000000000	15
8.30000000000000	5	15
7.90000000000000	9.80000000000000	10
11.4000000000000	12	5
11.2000000000000	17.6000000000000	5
10.1000000000000	18.7000000000000	5
11.7000000000000	20.3000000000000	10
10.2000000000000	22.1000000000000	10
9.70000000000000	23.8000000000000	10
10.1000000000000	26.4000000000000	15
7.40000000000000	24	15
8.20000000000000	19.9000000000000	15
8.70000000000000	17.7000000000000	10
8.90000000000000	13.6000000000000	10
5.60000000000000	11.1000000000000	10
4.90000000000000	18.9000000000000	10
7.30000000000000	18.8000000000000	10
11.2000000000000	14.1000000000000	0
